ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
144,Andhra Pradesh,Etcherla(7),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NDHAN-2024-20240425022843.jpg,lost,131,( -106413),N DHANUNJAYA,Independent
145,Andhra Pradesh,Etcherla(7),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MACHI-2024-20240425015923.jpg,lost,98,( -106446),MACHIREDDY GARI ESWAR REDDY,Independent
146,Andhra Pradesh,Etcherla(7),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/JSURY-2024-20240422012648.jpg,lost,73,( -106471),J SURYA NARAYANA,Independent
147,Andhra Pradesh,Etcherla(7),img/nota.jpg,,1787,( -104757),NOTA,None of the Above
148,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/PRAMA-2024-20240419044405.jpg,won,100793,(+ 6095),PEDDIREDDI RAMACHANDRA REDDY,Yuvajana Sramika Rythu Congress Party
149,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/CHALL-2024-20240418071812.jpg,lost,94698,( -6095),CHALLA RAMACHANDRA REDDY,Telugu Desam
150,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/BODER-2024-20240425011644.jpg,lost,4559,( -96234),BODE RAMACHANDRA YADAV,Bharatha Chaitanya Yuvajana Party
151,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/MURAL-2024-20240418072516.jpg,lost,3571,( -97222),G MURALI MOHAN YADAV,Indian National Congress
152,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KHAND-2024-20240418072635.jpg,lost,1906,( -98887),K S ANWAR BASHA,Social Democratic Party Of India
153,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/VSURE-2024-20240424025117.jpg,lost,687,( -100106),VASANTHAPALLI SURESH,Bahujan Samaj Party
154,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/GADDA-2024-20240424125258.jpg,lost,314,( -100479),G RAMAIAH,Independent
155,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/IVURI-2024-20240424010345.jpg,lost,242,( -100551),I NAGESWAR RAO,Independent
156,Andhra Pradesh,Araku Valley (28),img/nota.jpg,,2904,( -97889),NOTA,None of the Above
157,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/ARANI-2024-20240423114755.jpg,won,124107,(+ 61956),ARANII SRENEVASULU,Janasena Party
158,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BHUMA-2024-20240418043920.jpg,lost,62151,( -61956),BHUMANA ABHINAY,Yuvajana Sramika Rythu Congress Party
159,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SRINI-2024-20240425104234.jpg,lost,938,( -123169),SRINIVASULU ALURI,Jatiya Jana Sena Party
160,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/JVENU-2024-20240422052322.jpg,lost,661,( -123446),J VENUGOPAL RAJU,Bahujan Samaj Party
161,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MURAL-2024-20240420021112.jpg,lost,608,( -123499),MURALI P,Communist Party of India
162,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/AKKIP-2024-20240425015556.jpg,lost,513,( -123594),AKKIPALLI ESWARAIAH,Independent
163,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/AKKIP-2024-20240424060452.jpg,lost,367,( -123740),AKKIPALLI MUNI KRISHNAIAH,Independent
164,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/PENCH-2024-20240428094506.jpg,lost,258,( -123849),PENCHALA PRASAD VASILI,Independent
165,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NELLE-2024-20240420075049.jpg,lost,251,( -123856),NELLEPALLI BENARJI,Independent
166,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KBHAR-2024-20240420073358.jpg,lost,216,( -123891),K BHARGAV,Independent
167,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/UTUKU-2024-20240423115952.jpg,lost,210,( -123897),UTUKURU SUBRAMANYAM,Independent
168,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PAPIR-2024-20240418082239.jpg,lost,199,( -123908),PAPIREDDYGARI SOMASEKHAR REDDY,Independent
169,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/AKKIP-2024-20240424120831.jpg,lost,185,( -123922),AKKIPALLI KRISHNAVENI YADAV,Bharatha Chaitanya Yuvajana Party
170,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VRS-2024-20240425095333.jpg,lost,148,( -123959),V. R. SURESH BABU,National Maha Sabha Party
171,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/CMADH-2024-20240425104620.jpg,lost,123,( -123984),C MADHAVAN,Independent
172,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/LAKSH-2024-20240428064114.jpg,lost,107,( -124000),LAKSHMI L. N.,Socialist Unity Centre Of India (COMMUNIST)
173,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RAVIL-2024-20240424100356.jpg,lost,105,( -124002),RAVILLA MANJULA,Pyramid Party of India
174,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/CNS-2024-20240424094016.jpg,lost,99,( -124008),C.N. SARAVANA,Independent
175,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BANDL-2024-20240418080838.jpg,lost,97,( -124010),BANDLA CHANDRASEKHAR,Independent
176,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/TJAY-2024-20240424102108.jpg,lost,76,( -124031),T. JAYA KUMAR,Andhra Rastra Praja Samithi
177,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VASAG-2024-20240425010025.jpg,lost,73,( -124034),VASAGIRI VENUGOPAL,Nava Socialism Party
178,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/GURRA-2024-20240428094008.jpg,lost,72,( -124035),GURRALA BALAKRISHNA,Independent
179,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GMURA-2024-20240425103524.jpg,lost,60,( -124047),G MURALI KRISHNA NAIDU,Jai Bharat National Party
180,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KANTH-2024-20240419042436.jpg,lost,55,( -124052),KANTHA RAO K,Independent
181,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PBABU-2024-20240424095011.jpg,lost,52,( -124055),P BABU RAJENDRA PRASAD,Akhil Bharatiya Jan Sangh
182,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GOPIP-2024-20240425055338.jpg,lost,50,( -124057),GOPI PRASAD .G,Independent
183,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MVIJA-2024-20240425100922.jpg,lost,49,( -124058),M VIJAYA BABU,Reforms Party of India
184,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MNEE-2024-20240420025534.jpg,lost,47,( -124060),M. NEELAKANTA,Jai Hindustan Party
185,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GREKH-2024-20240424092342.jpg,lost,45,( -124062),G REKHA,Independent
186,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RKRIS-2024-20240418075950.jpg,lost,44,( -124063),R KRISHNA CHAITANYA,Independent
187,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KAYAM-2024-20240425110232.jpg,lost,42,( -124065),KAYAM VENKATARATHNAM,Independent
188,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SRINI-2024-20240424101329.jpg,lost,40,( -124067),SRINIVAS KUMAR GORLA,Samajwadi Party
189,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RJYO-2024-20240423094906.jpg,lost,37,( -124070),R. JYOTHI,Independent
190,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RANGO-2024-20240423114104.jpg,lost,37,( -124070),RANGOON SANKAR,Independent
191,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MJAGA-2024-20240425111719.jpg,lost,34,( -124073),M JAGADEESH,Independent
192,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/THOTA-2024-20240425112846.jpg,lost,34,( -124073),THOTA PRAKASH BABU,Independent
193,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SHAIK-2024-20240423093950.jpg,lost,33,( -124074),SHAIK MOHAMMED GOUSE,Independent
194,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/TTIRU-2024-20240424093358.jpg,lost,32,( -124075),T TIRUMALA,Independent
195,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NAVEN-2024-20240418081447.jpg,lost,30,( -124077),NAVEN BRUNGI,Independent
196,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SURYA-2024-20240425022944.jpg,lost,29,( -124078),SURYA NARAYANA SYDAM,Independent
197,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PSAI-2024-20240420075822.jpg,lost,27,( -124080),P. SAI PRASANNA KUMAR,Independent
198,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SODIS-2024-20240418082602.jpg,lost,26,( -124081),SODISETTY NARESH,Independent
199,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/ASAT-2024-20240423115136.jpg,lost,24,( -124083),A. SATHYAVATHI,Independent
200,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/ASHI-2024-20240425105435.jpg,lost,24,( -124083),A. SHIVA KUMAR,Independent
201,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SVAS-2024-20240425105011.jpg,lost,23,( -124084),S.VASUDEVA REDDY,Independent
202,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SYEDG-2024-20240425111311.jpg,lost,23,( -124084),SYED GHOUSE,Independent
203,Andhra Pradesh,Palakonda (10),img/nota.jpg,,1281,( -122826),NOTA,None of the Above
204,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/CHAND-2024-20240419033300.jpg,won,121929,(+ 48006),CHANDRABABU NAIDU NARA,Telugu Desam
205,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KRISH-2024-20240423114746.jpg,lost,73923,( -48006),K.R.J. BHARATH,Yuvajana Sramika Rythu Congress Party
206,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/AGOVI-2024-20240424124721.jpg,lost,2574,( -119355),A. GOVINDHARAJULU,Indian National Congress
207,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/NEELA-2024-20240425112426.jpg,lost,576,( -121353),NEELA JAGADEESH,Independent
208,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/GANES-2024-20240429100003.jpg,lost,559,( -121370),C. GANESH,Bahujan Samaj Party
209,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/AKBAR-2024-20240422013656.jpg,lost,322,( -121607),AKBAR,Bharatiya Prajagala Kalyana Paksha
210,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SUREN-2024-20240424015354.jpg,lost,288,( -121641),SURENDRA KUMAR,Independent
211,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/THIMM-2024-20240429100103.jpg,lost,224,( -121705),T. THIMMARAYAPPA,Independent
212,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GOVIN-2024-20240424115902.jpg,lost,212,( -121717),GOVINDAPPA,Viduthalai Chiruthaigal Katchi
213,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/BMURA-2024-20240429100023.jpg,lost,198,( -121731),B. MURALIDHAR @ VASANADU MURALI,Independent
214,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/DPRAS-2024-20240429100044.jpg,lost,166,( -121763),D. PRASAD,Pyramid Party of India
215,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KPRAK-2024-20240429100237.jpg,lost,153,( -121776),K. PRAKASH,Independent
216,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NNAGA-2024-20240423014425.jpg,lost,128,( -121801),N. NAGARAJU,Independent
217,Andhra Pradesh,Ichchapuram(1),img/nota.jpg,,2115,( -119814),NOTA,None of the Above
218,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/AMARA-2024-20240419052531.jpg,won,123232,(+ 20122),AMARANATHA REDDY. N,Telugu Desam
219,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/NVENK-2024-20240422043112.jpg,lost,103110,( -20122),VENKATE GOWDA. N,Yuvajana Sramika Rythu Congress Party
220,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/BSIVA-2024-20240424040231.jpg,lost,4015,( -119217),B. SIVASANKAR,Indian National Congress
221,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/BOMMA-2024-20240426120608.jpg,lost,1085,( -122147),BOMMANAPALLI LAKSHMANNA,Independent
222,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/RSHO-2024-20240430111042.jpg,lost,699,( -122533),R. SHOBHA,Bahujan Samaj Party
223,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/ARUNK-2024-20240430110507.jpg,lost,656,( -122576),ARUN KUMAR. S,Independent
224,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/CVIN-2024-20240430110556.jpg,lost,251,( -122981),C. VINOD KUMAR,Viduthalai Chiruthaigal Katchi
225,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/VPAV-2024-20240430110422.jpg,lost,193,( -123039),V. PAVITHRA KAVALI,Independent
226,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/ALASA-2024-20240430110327.jpg,lost,188,( -123044),ALASAPURA SUBRAMANYAMU,Independent
227,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/AMARA-2024-20240430110759.jpg,lost,174,( -123058),AMARANADHA REDDY. R,Independent
228,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/LDAM-2024-20240430111015.jpg,lost,167,( -123065),L. DAMODARA NAIDU,Independent
229,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KBAS-2024-20240430110216.jpg,lost,159,( -123073),K. BASHA,Independent
230,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/CUMA-2024-20240430113119.jpg,lost,156,( -123076),C. UMAMAHESWAR REDDY,Independent
231,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/AMARA-2024-20240426120148.jpg,lost,127,( -123105),AMARANATHA REDDY,Independent
232,Andhra Pradesh,Ichchapuram(1),img/nota.jpg,,2344,( -120888),NOTA,None of the Above
233,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KMURA-2024-20240419053147.jpg,won,102137,(+ 15634),K MURALI MOHAN,Telugu Desam
234,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MSUNE-2024-20240419054223.jpg,lost,86503,( -15634),M SUNEEL KUMAR,Yuvajana Sramika Rythu Congress Party
235,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MBABU-2024-20240422071842.jpg,lost,2820,( -99317),M BABU,Indian National Congress
236,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KANIP-2024-20240422064126.jpg,lost,755,( -101382),KANIPAKAM NAGESWARA,Bahujan Samaj Party
237,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KATTA-2024-20240422065957.jpg,lost,340,( -101797),KATTAMANCHI VISWANADH SAI MOHAN,Akhil Bharatiya Jan Sangh
238,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/TOTIN-2024-20240424051435.jpg,lost,276,( -101861),TOTI N R NAVEEN,All India Mahila Empowerment Party
239,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RRAJA-2024-20240422072353.jpg,lost,148,( -101989),R RAJA,Independent
240,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NHARI-2024-20240425103705.jpg,lost,143,( -101994),N HARIPRASAD,Bharatha Chaitanya Yuvajana Party
241,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MVVIJ-2024-20240423045006.jpg,lost,139,( -101998),M V VIJAYA BHASKAR,Independent
242,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KSANT-2024-20240423050516.jpg,lost,130,( -102007),K SANTHOSH,Viduthalai Chiruthaigal Katchi
243,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/CPRAV-2024-20240424050250.jpg,lost,130,( -102007),C PRAVEEN KUMAR,Independent
244,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/AMMUR-2024-20240420034302.jpg,lost,77,( -102060),AMMURU PURUSHOTHAM,Samajwadi Party
245,Andhra Pradesh,Ichchapuram(1),img/nota.jpg,,1420,( -100717),NOTA,None of the Above
246,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/GCJAG-2024-20240427073858.jpg,won,88066,(+ 14604),GURAJALA JAGAN MOHAN (GJM),Telugu Desam
247,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/MCV-2024-20240427073710.jpg,lost,73462,( -14604),M.C. VIJAYANANDA REDDY,Yuvajana Sramika Rythu Congress Party
248,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/GTIK-2024-20240429112936.jpg,lost,3264,( -84802),G.TIKARAM @ TIKKI ROYAL,Indian National Congress
249,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/BRAHM-2024-20240427075011.jpg,lost,621,( -87445),B. LOKANADHAM,Bahujan Samaj Party
250,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/IRIY-2024-20240427075235.jpg,lost,404,( -87662),I. RIYAZ BASHA @ DADI MUNNA,Independent
251,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/DRB-2024-20240427074759.jpg,lost,221,( -87845),DR. B.K. RAMANA REDDY,Akhil Bharatiya Jan Sangh
252,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/VTHE-2024-20240427074619.jpg,lost,212,( -87854),V. THEJESH,Independent
253,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/VPUR-2024-20240427075039.jpg,lost,120,( -87946),V. PURUSHOTAM,Independent
254,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/VRAV-2024-20240427075320.jpg,lost,85,( -87981),V. RAVI,Jaibhim Rao Bharat Party
255,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KOVIM-2024-20240427074900.jpg,lost,64,( -88002),KOVI MOHAN VIJAYA KUMAR,Independent
256,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/MULAG-2024-20240427075125.jpg,lost,62,( -88004),ANVESH MULAGURU,Independent
257,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KPRA-2024-20240427074204.jpg,lost,62,( -88004),K.PRABHAKAR REDDY,Independent
258,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/VSAR-2024-20240427075401.jpg,lost,50,( -88016),V. SARITHA,Samajwadi Party
259,Andhra Pradesh,Ichchapuram(1),img/nota.jpg,,1096,( -86970),NOTA,None of the Above
260,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VADIN-2024-20240423035300.jpg,won,101176,(+ 26011),DR. VM. THOMAS,Telugu Desam
261,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KALLA-2024-20240419011726.jpg,lost,75165,( -26011),K. KRUPALAKSHMI,Yuvajana Sramika Rythu Congress Party
262,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RAMES-2024-20240423034824.jpg,lost,2682,( -98494),RAMESH BABU. D,Indian National Congress
263,Andhra Pradesh,Ichchapuram(1),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PBHA-2024-20240422050857.jpg,lost,779,( -100397),BHASKAR  PODHUTOOR,Bahujan Samaj Party
